Bundestagswahl 2013
 Zwischenergebnis
Nr;Gebiet;gehört;Wahlberechtigte;;;;Wähler;;;;Ungültige;;;;Gültige;;;;CDU;;;;SPD;;;;FDP;;;;DIE LINKE;;;;GRÜNE;;;;CSU;;;;PIRATEN;;;;NPD;;;;Tierschutzpartei;;;;REP;;;;ÖDP;;;;FAMILIE;;;;Bündnis 21/RRP;;;;RENTNER;;;;BP;;;;PBC;;;;BüSo;;;;DIE VIOLETTEN;;;;MLPD;;;;Volksabstimmung;;;;PSG;;;;AfD;;;;BIG;;;;pro Deutschland;;;;DIE RECHTE;;;;DIE FRAUEN;;;;FREIE WÄHLER;;;;Nichtwähler;;;;PARTEI DER VERNUNFT;;;;Die PARTEI;;;;B;;;;BGD;;;;DKP;;;;NEIN!;;;;Übrige;;;;
153;"Leipzig II";14;219865;212804;;;153855;144581;;;2080;1904;1752;1786;151775;142677;152103;142795;52077;41101;49556;37304;35432;32841;28696;26133;2237;10505;4582;16983;37752;36117;34300;36431;13732;17345;17077;20998;;;;;3911;;5895;;3095;3094;2207;3119;;;;;;;;248;;;;;;;;;;;;;;;;;;;;;;;;;1192;1674;349;1203;;;;;;;221;376;;;;;;;;;;;7701;;;;;;;;382;;;;;;;;;;;;1137;;;;;;;;;;2347;;;;;;;;;;;;;;;;;;;;;;;;
154;"Leipzig-Land";14;;231084;;;;148389;;;;2283;;2081;;146106;;146308;;60969;;53735;;23471;;23354;;14799;;19240;;33044;;34826;;6745;;7533;;;;;;;;;;5988;;5751;;;;;;;;462;;;;;;;;;;;;;;;;;;;;;;;;;;;;1032;;;;;;;;375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1090;;;
155;"Meißen";14;207139;216629;;;145650;140109;;;2703;2289;2488;2288;142947;137820;143162;137821;76639;62290;64598;51703;18089;17236;18021;17987;3460;12403;5253;20052;25279;29423;26731;31286;4817;8315;5722;7979;;;;;3600;;3229;;6464;7050;5589;6875;;;;;;;;404;;;;;;;;;;;;;;;;;;;;;;;;;1618;;493;1208;;;;;;;137;327;;;;;;;;;;;10195;;;;;;2981;;1283;;;;;;;;;;;;1911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1103;;;
156;"Bautzen I";14;223526;237786;;;155263;154966;;;3269;2907;3258;2573;151994;152059;152005;152393;74796;64325;69337;59103;17262;16870;18496;18906;3944;17755;4725;20969;32449;38241;30288;37144;3711;6505;4254;6431;;;;;3035;;3110;;7270;8363;6271;7597;;;;;;;;527;;;;;;;;;;;;;;;;;;;;;;;;;;;202;1268;;;;;;;146;448;;;;;;;;;;;10782;;;;;;;;933;;;;;;;;;;4517;;3461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5010;;;;
157;"Görlitz";14;217895;238958;;;152943;149737;;;3259;2750;2983;2590;149684;146987;149960;147147;74214;62338;66107;55015;22732;17005;19476;18569;2442;13935;4185;19223;29550;35786;28743;36231;5045;7381;5043;7004;;;;;3878;;3259;;8323;7842;6359;8035;;;;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;2069;2700;685;2117;;;;;;;172;413;;;;;;;;;;;12331;;;;;;;;1023;;;;;;;;;;;;2577;;;;;;;;;;;;;;;;;;1431;;;;;;;;;;;;;;;;
158;"Sächsische Schweiz - Osterzgebirge";14;207405;215674;;;147410;141214;;;2652;2454;2449;2254;144758;138760;144961;138960;72639;62530;66671;56001;15441;16194;15867;16725;2627;15292;4654;19910;27566;28233;24831;28970;4242;6378;5157;7346;;;;;2779;;2979;;9624;7983;7368;7717;;;;;;;;412;;;;;;;;;;;;;;;;;;;;;;;;;1457;2150;519;1621;;;;;;;112;258;;;;;;;;;;;11422;;;;;;;;671;;;;;;;;;;8383;;4710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;"Dresden I";14;233381;230676;;;173167;157220;;;2810;2007;2044;1773;170357;155213;171123;155447;72536;56749;68191;53247;25318;25959;26438;24373;3305;14818;5243;20574;42597;37180;32501;34171;10429;13668;13516;16961;;;;;5217;;6079;;5196;3851;3886;3980;;;;;;;;281;;;;;;;;;;;;;;;;;;;;;;;;;1180;1575;457;1563;;;;;;;183;297;;;;;;;;;;;11818;;;;;;;;402;;;;;;;;;;4314;;2409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265;1413;;;
160;"Dresden II - Bautzen II";14;235688;231247;;;173489;154609;;;3094;2328;2304;2012;170395;152281;171185;152597;71227;55401;66091;51621;25150;22268;23944;21518;3471;18204;5405;21783;32588;29679;31057;30870;16650;18871;16303;19978;;;;;7839;;7507;;5849;4389;4588;4501;;;;;;;;366;;;;;;;;;;;;;;;;;;;;;;;;;851;1597;400;1569;;;;;554;436;273;391;;;;;;;;;;;11928;;;;;;;;439;;;;;;;;;;6216;;3250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1436;;;
161;"Mittelsachsen";14;210620;223149;;;145555;143690;;;2632;2294;2203;2123;142923;141396;143352;141567;74190;61579;64958;54525;22077;20800;19071;18677;3203;14032;4930;19726;29074;32744;29522;34630;4581;5921;4698;6208;;;;;3098;;3032;;6700;6320;5314;6200;;;;;;;;483;;;;;;;;;;;;;;;;;;;;;;;;;;;204;803;;;;;;;139;315;;;;;;;;;;;9001;;;;;;;;634;;;;;;;;;;;;1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;"Chemnitz";14;201249;205652;;;135875;136100;;;1704;1716;1345;1603;134171;134384;134530;134497;55905;45876;52440;41081;28099;27060;23534;22991;2724;12106;3875;17147;31993;37433;30953;38448;6475;8109;7176;9524;;;;;2809;;3299;;4661;3800;3155;3651;;;;;;;;537;;;;;;;;;;;;;;;;;;;;;;;;;;;170;813;;;;;;;184;305;;;;;;;;;;;8132;;;;;;;;537;;;;;;;;;;;;1075;;;;;;;;;;1505;;;;;;;;;;;;;;;;;;;;;;;;
163;"Chemnitzer Umland - Erzgebirgskreis II";14;191411;202743;;;134571;133277;;;3127;2151;2136;1955;131444;131126;132435;131322;65156;54065;59939;49258;20517;19247;19178;19114;3006;14092;3594;16968;28783;33133;26434;33488;4874;5360;4282;5946;;;;;2903;;2515;;6205;5229;4307;4975;;;;;;;;463;;;;;;;;;;;;;;;;;;;;;;;;;;;165;829;;;;;;;121;281;;;;;;;;;;;9636;;;;;;;;504;;;;;;;;;;;;1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;"Erzgebirgskreis I";14;;247624;;;;159655;;;;2884;;2857;;156771;;156798;;63211;;60413;;17168;;18846;;23820;;22051;;37166;;39545;;5896;;5919;;;;;;;;;;7930;;7876;;;;;;;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;1157;;;;;;;;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1580;;;
165;"Zwickau";14;217546;229535;;;148316;145614;;;2755;2383;2264;2228;145561;143231;146052;143386;64850;55605;64874;51459;23025;20864;21676;21336;3996;13097;3923;17402;35842;40265;31076;39659;4335;6491;4653;6418;;;;;2744;;2580;;5918;5394;4664;5268;;;;;;;;517;;;;;;;;;;;;;;;;;;;;;;;;;1030;995;387;1011;;;;;;;175;316;;;;;;;;;;;8870;;;;;;;;478;;;;;;;;;;3821;;2696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520;;;
166;"Vogtlandkreis";14;201731;213732;;;138778;137330;;;2666;2421;2122;2276;136112;134909;136656;135054;65737;55128;60454;49522;28162;21393;21873;20227;3522;12755;3835;16882;26707;33586;27616;35235;3541;5849;4565;6781;;;;;2751;;2604;;5692;4908;4321;4772;;;;;;;;569;;;;;;;;;;;;;;;;;;;;;;1290;;;;;184;815;;;;;;;129;251;;;;;;;;;;;9054;;;;;;;;488;;;;;;;;;;;;1533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Sachsen";99;2946554;3039487;;;2055375;1977909;;;37398;31108;30895;28656;2017977;1946801;2024480;1949253;924434;763838;853166;686750;333142;298463;298525;286553;42523;191386;61145;257844;435932;473595;405870;477090;93514;123406;105053;137831;;;;;50757;;52591;;85057;77533;65551;75984;;;;;;;;6068;;;;;;;;;;;;;;;;;;;;;;1290;;;11274;12382;4761;16600;;;;;554;436;2299;4533;;;;;;;;;;;136027;;;;;;2981;;8657;;;;;;;;;;27251;;30835;;;;;;;;;;3852;;;;;;;;1431;;;;;;;;;;;;5275;4472;;;

66;"Altmark";15;172378;182677;;;107888;112980;;;1851;2552;1691;2742;106037;110428;106197;110238;44686;34501;44740;33330;18616;22070;20195;19516;1490;6558;2277;9725;32162;36910;26077;37034;2998;3725;3542;5212;;;;;2541;;1997;2422;2614;2461;2227;2318;;;;;;;;;;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141;232;;;;;;;;;;;3826;;;;;;;;306;;;;;;;;;;930;;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4203;;449;
67;"Börde - Jerichower Land";15;228142;239481;;;141814;146265;;;2980;3411;2491;3224;138834;142854;139323;143041;61890;46686;60206;45060;32115;31994;27277;25606;3686;13914;3994;15368;29761;41040;30239;43781;3611;5041;4280;6081;;;;;4222;;2555;3320;;3446;2903;3033;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;331;;;;;;;;;;;5379;;;;;;;;458;;;;;;;;;;2854;;1630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;695;733;;461;
68;"Harz";15;224908;237308;;;132517;144565;;;2584;3140;2320;2705;129933;141425;130197;141860;59766;46720;56616;44482;24876;28783;24415;24355;1853;10250;2962;13296;29860;44002;29876;45736;4928;7796;4702;7148;;;;;2555;;2255;2902;3304;3871;2658;3285;1680;;;;;;;;;;293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;136;310;;;;;;;;;;;4923;;;;;;;;432;;;;;;;;;;1111;;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;346;
69;"Magdeburg";15;244267;249356;;;153029;150236;;;2813;2871;2358;2531;150216;147365;150671;147705;54528;45389;56371;41192;37822;32420;31464;27817;2070;9686;3654;13503;37889;47303;36227;47538;6023;8572;8408;10199;;;;;4124;;3636;4561;2772;2539;2261;2205;2735;;;;;;;;;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;399;612;278;402;;;;;;;;;;;6315;;;;;;;;459;;;;;;;;;;1854;;1248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;844;;288;
70;"Dessau - Wittenberg";15;185954;197289;;;120804;122932;;;1835;2348;1758;2120;118969;120584;119046;120812;53047;43424;50643;38247;20545;22187;20354;19739;1489;8810;2892;12614;26016;36809;27136;37709;5196;5004;4703;6131;;;;;2053;;2160;3000;2814;2928;2788;2627;;;;;;;;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;120;317;;;;;;;;;5575;;6050;;;;;;;;327;;;;;;;;;;2234;;1728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;878;;428;
71;"Anhalt";15;236730;253026;;;140638;145615;;;2683;3498;2467;3330;137955;142117;138171;142285;56514;44726;57355;43574;21243;30774;23223;23590;2777;11119;3556;15040;39717;44803;35426;47363;2884;4938;3574;5296;;;;;1721;;2199;3105;3450;3719;3516;3377;;;;;;;;;;;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;388;900;283;490;;;;;;;;;6314;;6636;;;;;;;;389;;;;;;;;;;2947;;1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138;;450;
72;"Halle";15;219667;223268;;;143403;139785;;;2225;2462;2088;2185;141178;137323;141315;137600;51230;42430;53285;37004;32957;22341;25266;21684;2962;11760;4420;15974;36011;46272;34454;43617;5286;11056;10185;11950;;;;;2900;;3599;4306;1986;2483;2123;2234;;;;;;;;;;;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;448;981;316;511;;;;;;;;;4767;;5880;;;;;;;;341;;;;;;;;;;1306;;1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1325;;;320;
73;"Burgenland - Saalekreis";15;201043;214081;;;123807;127503;;;2172;2535;1966;2474;121635;124968;121841;125029;54541;41281;51996;39777;18790;23592;20051;19513;1882;11224;3376;14153;31299;39610;28931;39876;4764;3950;3729;4740;;;;;2479;;2088;2541;4858;4399;3924;3792;;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;257;;;;;;;;;;;5232;;;;;;;;475;;;;;;;;;;2579;;1682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;443;912;;380;
74;"Mansfeld";15;217786;232086;;;132986;136840;;;2574;3127;2294;2738;130412;133713;130692;134102;54704;43014;53867;39645;23564;23028;22400;21030;2458;10818;3837;14574;35982;47051;33613;46802;3193;5465;3637;4977;;;;;3122;;2237;2623;4276;4337;3478;3713;;;;;;;;;;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;331;;;;;;;;;;;5377;;;;;;;;480;;;;;;;;;;2231;;1407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;882;;;407;
15;"Sachsen-Anhalt";99;1930875;2028572;;;1196886;1226721;;;21717;25944;19433;24049;1175169;1200777;1177453;1202672;490906;388171;485079;362311;230528;237189;214645;202850;20667;94139;30968;124247;298697;383800;281979;389456;38883;55547;46760;61734;;;;;25717;;22726;28780;26074;30183;25878;26584;4415;;;;;;;;;;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1235;3039;1809;3181;;;;;;;;;16656;;49618;;;;;;;;3667;;;;;;;;;;18046;;12343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3345;8709;;3529;

189;"Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I";16;196623;204717;;;134018;136404;;;2013;1658;1872;1545;132005;134746;132146;134859;65785;57882;59233;51863;21827;22854;20181;22341;1826;9942;3661;14382;26089;33005;26317;32391;4129;5540;5292;6507;;;;;2702;;2366;2309;4371;3798;3767;3631;;;;;;;199;299;2671;1416;1646;1009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;127;;;;;;;;;;;6953;;;;;;;;;;;;;;;;;;2605;;2368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309;;;
190;"Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II";16;192663;201700;;;129896;131047;;;2332;1984;2007;1912;127564;129063;127889;129135;55215;44903;51435;42063;23574;29106;21735;23845;1926;8211;3123;11921;30193;35666;28784;36508;4128;4921;5118;6451;;;;;3451;;2681;2516;5969;4864;5143;4607;;;;;;;253;467;;;619;489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;268;;;;;;;;;;;6309;;;;;;;;;;;;;;;;;;3108;;2490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1392;;;
191;"Kyffhäuserkreis - Sömmerda - Weimarer Land I";16;191261;201075;;;127906;128032;;;2489;1860;2284;1843;125417;126172;125622;126189;54353;42706;49098;39723;21469;22839;19364;21710;2252;9808;3672;12671;33235;39605;30820;37959;3948;5762;4734;6074;;;;;4552;;3072;2584;5608;4857;4645;4385;;;;;;;302;491;;;656;406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;186;;;;;;;;;;;7199;;;;;;;;;;;;;;;;;;;;1914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595;;;
192;"Gotha - Ilm-Kreis";16;205915;214510;;;141473;139919;;;2407;2112;2384;1971;139066;137807;139089;137948;51860;40063;53195;42479;34724;37032;23816;27092;1878;10056;3279;12393;28013;35942;30757;38257;4117;7391;6404;7608;;;;;3656;;3566;3992;4689;5475;4426;4924;;;;;;;343;513;;;734;499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183;191;;;;;;;;;8062;;10309;;;;;;;;;;;;;;;;;;2067;;2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1848;;;
193;"Erfurt - Weimar - Weimarer Land II";16;224121;225534;;;156371;151129;;;2745;1962;2314;1637;153626;149167;154057;149492;56970;45899;53120;41750;36687;33468;27136;26879;1780;8889;4015;13419;35902;43013;35415;41765;9149;12129;13111;15620;;;;;5667;;4853;4955;4772;4149;3551;3760;;;;;;;267;451;;;1002;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248;293;;;;;;;;;;;9326;;;;;;;;;;;;;;;;;;2699;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1620;;;
194;"Gera - Jena - Saale-Holzland-Kreis";16;238325;245228;;;168097;164803;;;2575;2274;2519;1893;165522;162529;165578;162910;59733;46590;57691;44951;30308;34658;26274;28034;2756;15695;4652;16832;44659;49344;42369;48724;7862;11471;11439;13243;;;;;3961;;4670;5519;4222;4771;4364;4209;;;;;;;300;574;1189;;1092;634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239;190;;;;;;;;;9123;;10989;;;;;;;;;;;;;;;;;;1356;;1499;;;;;;353;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;"Greiz - Altenburger Land";16;170746;182336;;;116044;116989;;;2300;1952;2128;1743;113744;115037;113916;115246;51018;42988;47583;37841;15913;20224;16254;19006;1791;9237;3031;12557;27625;33672;26172;33017;3211;4196;3844;4919;;;;;3207;;2460;2707;4189;4720;3876;4168;;;;;;;305;397;;;592;478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;156;;;;;;;;;6790;;8500;;;;;;;;;;;;;;;;;;;;1174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;"Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis";16;218602;231447;;;147040;148939;;;3174;2261;2387;1845;143866;146678;144653;147094;59154;46726;54859;44770;28520;27824;23001;25004;3279;12534;3552;14342;37911;45820;35817;45439;5674;5684;5441;6654;;;;;;;3232;3340;7440;6574;5293;5978;;;;;;;342;615;;;893;557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;835;582;349;395;;;;;;;;;;;9794;;;;;;;;;;;;;;;;;;;;2080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1053;934;;;
197;"Suhl - Schmalkalden-Meiningen - Hildburghausen";16;196071;207012;;;130696;130502;;;2163;1857;1992;1606;128533;128645;128704;128896;53979;39600;51064;38338;23520;27055;20982;22682;1792;10313;3113;12118;35146;41361;32143;40815;3704;5936;5105;6762;;;;;3586;;2603;3109;4772;4380;4048;3941;;;;;;;303;532;;;665;414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154;185;;;;;;;;;;;6562;;;;;;;;;;;;;;;;;;2034;;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;"Thüringen";99;1834327;1913559;;;1251541;1247764;;;22198;17920;19887;15995;1229343;1229844;1231654;1231769;508067;407357;477278;383778;236542;255060;198743;216593;19280;94685;32098;120635;298773;357428;288594;354875;45922;63030;60488;73838;;;;;30782;;29503;31031;46032;43588;39113;39603;;;;;;;2614;4339;3860;1416;7899;5086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;835;582;1806;1991;;;;;;;;;23975;;75941;;;;;;;;;;;;;;;;;;13869;;17577;;;;;;353;;;;;;;;;;;;;;;;;;;;;;;;1053;6698;;;

99;"Bundesgebiet";;58510205;58770552;;;41859578;41593683;;;648426;719023;551665;601170;41211152;40874660;41307913;40992513;15377977;13098149;14124947;11178234;12083274;11394924;10574893;9412055;971788;3878406;1975184;6005973;3317577;4473099;3459613;4801357;2906686;3634176;3421830;4295115;3543733;3191000;3243335;2830238;899936;42904;892036;791405;594513;726965;527998;600522;4415;14813;136828;217758;26812;29199;89277;186511;128158;105653;124580;129509;4476;16432;7451;119554;4829;36383;8262;96069;919;;23314;52416;28336;32324;57285;48311;2070;12052;18529;39515;16910;31548;11841;34653;2042;4919;8248;29870;12429;16894;23511;27275;1748;2550;28152;22815;;;4258;2436;737988;;1934700;;1846;;16259;;4818;;69205;;;;2141;;;;12522;;427072;;411532;;;;11048;;3881;;24862;;31095;;64272;;;;;;1431;;;;1705;280;;1173;291;;;;72397;131994;;69749;
